chromosome	start	end	strand	gene_id	gene_symbol	numSnps	pvalue	Status
chr10	103541081	103543170	-	10360	NPM3	94	6.58814792E-1	DAVIES_SUCCESS
chr10	103544199	103578700	-	10724	MGEA5	123	6.70100411E-1	DAVIES_SUCCESS
chr10	103578824	103588646	+	100289509	LOC100289509	108	7.21853833E-1	DAVIES_SUCCESS
chr10	103585730	103603677	-	30819	KCNIP2	117	7.37368009E-1	DAVIES_SUCCESS
chr10	103605355	103815932	-	79591	C10orf76	316	6.24560002E-1	DAVIES_SUCCESS
chr10	103825123	103827795	+	79803	HPS6	101	1.87470302E-1	DAVIES_SUCCESS
chr10	103867324	103880210	-	8861	LDB1	114	2.02473032E-1	DAVIES_SUCCESS
chr10	103892786	103910090	+	23082	PPRC1	120	1.07501455E-1	DAVIES_SUCCESS
chr10	103911932	103923627	+	9221	NOLC1	107	7.47052313E-2	DAVIES_SUCCESS
chr10	103986142	103989344	+	83401	ELOVL3	101	1.90078672E-2	DAVIES_SUCCESS
chr10	103989945	104001231	-	5309	PITX3	103	1.43967817E-2	DAVIES_SUCCESS
chr10	104005254	104142656	+	8729	GBF1	242	1.09709311E-2	DAVIES_SUCCESS
chr10	104153866	104162286	+	4791	NFKB2	109	1.52541589E-3	DAVIES_SUCCESS
chr10	104162373	104179691	-	5662	PSD	151	2.24593836E-3	DAVIES_SUCCESS
chr10	104178978	104182893	+	79176	FBXL15	149	2.96034473E-3	DAVIES_SUCCESS
chr10	104183001	104192423	-	79004	CUEDC2	172	8.90675351E-3	DAVIES_SUCCESS
chr10	104196268	104196341	+	574447	MIR146B	181	1.55201779E-2	DAVIES_SUCCESS
chr10	104209573	104216050	+	100505761	LOC100505761	213	7.51000469E-2	DAVIES_SUCCESS
chr10	104209593	104211300	-	79946	C10orf95	207	6.87796831E-2	DAVIES_SUCCESS
chr10	104221169	104238858	+	79847	TMEM180	247	1.08492672E-1	DAVIES_SUCCESS
chr10	104238985	104262512	-	10121	ACTR1A	279	1.73912553E-1	DAVIES_SUCCESS
chr10	104263718	104393214	+	51684	SUFU	450	4.40109294E-1	DAVIES_SUCCESS
chr10	104404251	104418076	+	81603	TRIM8	173	4.67557902E-1	DAVIES_SUCCESS
chr10	104433483	104474190	-	403	ARL3	223	5.84406501E-1	DAVIES_SUCCESS
chr10	104474297	104498946	+	118980	SFXN2	218	6.65510334E-1	DAVIES_SUCCESS
chr10	104503726	104591851	+	54838	WBP1L	384	6.59774957E-1	DAVIES_SUCCESS
chr10	104590287	104597290	-	1586	CYP17A1	235	5.21129817E-1	DAVIES_SUCCESS
chr10	104613966	104661655	+	100528007	C10orf32-AS3MT	332	2.13694289E-1	DAVIES_SUCCESS
chr10	104629209	104661655	+	57412	AS3MT	302	1.90403233E-1	DAVIES_SUCCESS
chr10	104678074	104838344	+	54805	CNNM2	566	1.72991497E-1	DAVIES_SUCCESS
chr10	104847773	104953063	-	22978	NT5C2	361	3.76216966E-1	DAVIES_SUCCESS
chr10	105005643	105007773	+	729020	LOC729020	122	3.21933797E-1	DAVIES_SUCCESS
chr10	105036919	105050108	+	9118	INA	118	3.11560027E-1	DAVIES_SUCCESS
chr10	105062552	105110891	-	84108	PCGF6	140	3.41269977E-1	DAVIES_SUCCESS
chr10	105127723	105148822	+	6877	TAF5	100	2.85296729E-1	DAVIES_SUCCESS
chr10	105148808	105156270	-	84833	USMG5	90	2.44058801E-1	DAVIES_SUCCESS
chr10	105154009	105154158	-	100302174	MIR1307	85	2.45629561E-1	DAVIES_SUCCESS
chr10	105156411	105206019	+	22984	PDCD11	171	3.00694083E-3	DAVIES_SUCCESS
chr10	105206542	105212658	-	51063	CALHM2	146	4.93750129E-4	DAVIES_SUCCESS
chr10	105213143	105218648	-	255022	CALHM1	155	3.63612837E-4	DAVIES_SUCCESS
chr10	105232560	105238997	-	119395	CALHM3	178	4.73149041E-4	DAVIES_SUCCESS
chr10	105253734	105352309	+	9148	NEURL	390	3.42067144E-3	DAVIES_SUCCESS
chr10	105348284	105615164	-	9644	SH3PXD2A	773	6.30943758E-1	DAVIES_SUCCESS
chr10	105506536	105515167	+	100505839	SH3PXD2A-AS1	237	7.40334684E-1	DAVIES_SUCCESS
chr10	105637317	105678045	-	79991	OBFC1	309	9.07911762E-1	DAVIES_SUCCESS
chr10	105727469	105787342	+	9748	SLK	275	9.3325142E-1	DAVIES_SUCCESS
chr10	105791045	105845638	-	1308	COL17A1	214	8.83964428E-1	DAVIES_SUCCESS
chr10	105807846	105807944	-	100126326	MIR936	129	9.41383996E-1	DAVIES_SUCCESS
chr10	105881815	105886143	+	119392	SFR1	129	6.89325346E-1	DAVIES_SUCCESS
chr10	105889645	105992120	-	80217	WDR96	280	8.26648769E-1	DAVIES_SUCCESS
chr10	105978546	105978641	-	693194	MIR609	160	8.22040923E-1	DAVIES_SUCCESS
chr10	106013951	106027222	+	9446	GSTO1	131	8.46712626E-1	DAVIES_SUCCESS
chr10	106028093	106028163	-	100616323	MIR4482-1	108	8.46109331E-1	DAVIES_SUCCESS
chr10	106028630	106059176	+	119391	GSTO2	148	8.72338275E-1	DAVIES_SUCCESS
chr10	106069453	106098251	-	85450	ITPRIP	113	8.42873935E-1	DAVIES_SUCCESS
chr10	106113521	106214848	+	159686	CCDC147	223	9.06504139E-1	DAVIES_SUCCESS
chr10	106400858	107024993	+	22986	SORCS3	1777	1.39437943E-3	DAVIES_SUCCESS
chr10	108333420	108924466	-	114815	SORCS1	1257	9.91463834E-2	DAVIES_SUCCESS
chr10	111624523	111683311	-	7511	XPNPEP1	236	3.09722424E-1	DAVIES_SUCCESS
chr10	111705316	111768139	-	100505933	LOC100505933	190	1.41199678E-1	DAVIES_SUCCESS
chr10	111756107	111895323	+	120	ADD3	231	1.23798697E-1	DAVIES_SUCCESS
chr10	111967362	112047123	+	4601	MXI1	329	3.24731754E-1	DAVIES_SUCCESS
chr10	112052797	112064707	-	10285	SMNDC1	189	5.81553787E-1	DAVIES_SUCCESS
chr10	112257624	112271302	+	1847	DUSP5	185	5.52402107E-1	DAVIES_SUCCESS
chr10	112327448	112364392	+	9126	SMC3	316	5.44994269E-1	DAVIES_SUCCESS
chr10	112404154	112599227	+	282996	RBM20	780	8.31115578E-1	DAVIES_SUCCESS
chr10	112628647	112630662	-	282997	PDCD4-AS1	142	6.4029039E-1	DAVIES_SUCCESS
chr10	112631552	112659764	+	27250	PDCD4	173	6.05466035E-1	DAVIES_SUCCESS
chr10	112657847	112657913	+	100616113	MIR4680	123	4.38333369E-1	DAVIES_SUCCESS
chr10	112658487	112679124	-	92482	BBIP1	140	4.4589547E-1	DAVIES_SUCCESS
chr10	112679300	112773425	+	8036	SHOC2	217	4.07132514E-1	DAVIES_SUCCESS
chr10	112696360	112697013	-	644511	RPL13AP6	114	4.9853234E-1	DAVIES_SUCCESS
chr10	112836789	112840662	+	150	ADRA2A	150	2.70880685E-1	DAVIES_SUCCESS
chr10	113909621	113943537	-	57678	GPAM	184	2.6431064E-1	DAVIES_SUCCESS
chr10	114043492	114063070	+	6975	TECTB	341	1.90699709E-1	DAVIES_SUCCESS
chr10	114067935	114116353	-	390003	GUCY2GP	374	2.3510787E-1	DAVIES_SUCCESS
chr10	114133915	114188138	+	51703	ACSL5	290	4.68914047E-1	DAVIES_SUCCESS
chr10	114190057	114207306	-	64429	ZDHHC6	166	6.13292438E-1	DAVIES_SUCCESS
chr10	114206755	114578504	+	143187	VTI1A	632	8.65945023E-1	DAVIES_SUCCESS
chr10	114393928	114394013	+	100422909	MIR4295	168	6.91726815E-1	DAVIES_SUCCESS
chr10	114710008	114927436	+	6934	TCF7L2	438	8.03835503E-1	DAVIES_SUCCESS
chr10	115310589	115349360	+	3026	HABP2	407	6.21304864E-3	DAVIES_SUCCESS
chr10	115348582	115423829	-	4892	NRAP	574	5.06294665E-3	DAVIES_SUCCESS
chr10	115438920	115490668	+	840	CASP7	465	2.19632239E-2	DAVIES_SUCCESS
chr10	115511212	115542192	+	79949	PLEKHS1	368	1.09597768E-1	DAVIES_SUCCESS
chr10	115537751	115537813	-	100616162	MIR4483	287	2.72322431E-1	DAVIES_SUCCESS
chr10	115594482	115614163	-	9937	DCLRE1A	177	5.92973072E-1	DAVIES_SUCCESS
chr10	115614390	115672265	+	374354	NHLRC2	176	7.43650278E-1	DAVIES_SUCCESS
chr10	115803805	115806667	+	153	ADRB1	273	9.86374704E-1	DAVIES_SUCCESS
chr10	115881973	115934364	-	55088	C10orf118	307	9.85324374E-1	DAVIES_SUCCESS
chr10	115933863	115933938	-	100302224	MIR2110	172	9.89959135E-1	DAVIES_SUCCESS
chr10	115939028	115992063	+	56165	TDRD1	297	9.81113341E-1	DAVIES_SUCCESS
chr10	115999012	116054259	+	340706	VWA2	309	7.65575691E-1	DAVIES_SUCCESS
chr10	116054582	116164515	-	84632	AFAP1L2	426	5.42144712E-1	DAVIES_SUCCESS
chr10	116190868	116528019	-	3983	ABLIM1	957	8.33922162E-1	DAVIES_SUCCESS
chr10	116581502	116659586	+	57700	FAM160B1	320	7.57879107E-1	DAVIES_SUCCESS
chr10	116697914	116737439	+	142940	TRUB1	169	4.02033502E-1	DAVIES_SUCCESS
chr10	116853123	117708496	+	26033	ATRNL1	1525	2.82484965E-1	DAVIES_SUCCESS
chr10	117816441	118033126	-	2674	GFRA1	693	5.6333115E-1	DAVIES_SUCCESS
chr10	118083939	118139541	+	374355	CCDC172	233	7.28611275E-2	DAVIES_SUCCESS
chr10	118187423	118237468	+	119548	PNLIPRP3	437	5.50925568E-2	DAVIES_SUCCESS
chr10	118305427	118327367	+	5406	PNLIP	358	6.82962872E-2	DAVIES_SUCCESS
chr10	118350489	118368686	+	5407	PNLIPRP1	263	5.02263026E-1	DAVIES_SUCCESS
chr10	118380464	118404654	+	5408	PNLIPRP2	313	6.4413931E-1	DAVIES_SUCCESS
chr10	118423206	118429775	-	143379	C10orf82	314	8.27477438E-1	DAVIES_SUCCESS
chr10	118430702	118609716	-	259217	HSPA12A	557	8.23077606E-1	DAVIES_SUCCESS
chr10	118609022	118642112	+	387712	ENO4	98	1.7867293E-1	DAVIES_SUCCESS
chr10	118615738	118886097	-	57698	KIAA1598	264	4.06209532E-1	DAVIES_SUCCESS
chr10	118888031	118897812	-	11023	VAX1	82	5.7148156E-1	DAVIES_SUCCESS
chr10	118927188	118927285	-	100500893	MIR3663	97	6.82474505E-1	DAVIES_SUCCESS
chr10	118956999	118969810	+	338567	KCNK18	144	8.85467651E-1	DAVIES_SUCCESS
chr10	119000583	119038941	+	6571	SLC18A2	225	5.33746132E-1	DAVIES_SUCCESS
chr10	119042605	119134937	-	118987	PDZD8	330	3.15778651E-1	DAVIES_SUCCESS
chr10	119243803	119304579	-	196047	EMX2OS	417	9.52232142E-1	DAVIES_SUCCESS
chr10	119301955	119309057	+	2018	EMX2	285	8.71032579E-1	DAVIES_SUCCESS
chr10	119764426	119806114	-	22841	RAB11FIP2	102	7.62836644E-1	DAVIES_SUCCESS
chr10	119806331	119969665	+	255082	CASC2	252	9.45497201E-1	DAVIES_SUCCESS
chr10	120068571	120101839	-	63877	FAM204A	176	3.42347177E-1	DAVIES_SUCCESS
chr10	120352915	120355160	-	2834	PRLHR	237	3.28535295E-1	DAVIES_SUCCESS
chr10	120433633	120514758	-	143384	CACUL1	405	5.14604236E-1	DAVIES_SUCCESS
chr10	120789227	120793854	+	340719	NANOS1	168	5.04630151E-1	DAVIES_SUCCESS
chr10	120794540	120840334	-	8661	EIF3A	251	4.41793154E-1	DAVIES_SUCCESS
chr10	120819524	120819650	-	641451	SNORA19	123	2.59334563E-1	DAVIES_SUCCESS
chr10	120863610	120897376	+	55855	FAM45B	240	5.76420243E-1	DAVIES_SUCCESS
chr10	120900424	120925204	-	119559	SFXN4	265	7.27406925E-1	DAVIES_SUCCESS
chr10	120927214	120938345	-	10935	PRDX3	227	8.60882797E-1	DAVIES_SUCCESS
chr10	120967196	121215131	+	2869	GRK5	685	2.30576702E-1	DAVIES_SUCCESS
chr10	121137483	121137555	+	100616398	MIR4681	168	1.57821216E-1	DAVIES_SUCCESS
chr10	121259338	121302222	-	6001	RGS10	317	6.37978774E-1	DAVIES_SUCCESS
chr10	121332977	121356541	-	7073	TIAL1	241	2.8350194E-1	DAVIES_SUCCESS
chr10	121410881	121437329	+	9531	BAG3	335	5.20978527E-1	DAVIES_SUCCESS
chr10	121485558	121588662	+	22876	INPP5F	472	6.61048415E-1	DAVIES_SUCCESS
chr10	121588915	121633140	-	79892	MCMBP	401	5.39696472E-1	DAVIES_SUCCESS
chr10	121652084	121704170	+	11196	SEC23IP	516	5.48705848E-1	DAVIES_SUCCESS
chr10	121718024	121718104	+	100616322	MIR4682	332	5.58356421E-1	DAVIES_SUCCESS
chr10	122216465	122349367	+	196051	PPAPDC1A	525	6.20236507E-1	DAVIES_SUCCESS
chr10	122521323	122610691	-	283089	WDR11-AS1	663	4.53883233E-1	DAVIES_SUCCESS
chr10	122610686	122669038	+	55717	WDR11	517	1.739272E-1	DAVIES_SUCCESS
chr10	123237843	123357972	-	2263	FGFR2	409	3.19928853E-1	DAVIES_SUCCESS
chr10	123502624	123688217	-	11101	ATE1	802	7.67137772E-1	DAVIES_SUCCESS
chr10	123716602	123734743	-	54780	NSMCE4A	412	7.23031338E-1	DAVIES_SUCCESS
chr10	123748688	124014057	+	10579	TACC2	1105	9.05981577E-1	DAVIES_SUCCESS
chr10	124030820	124097676	+	118663	BTBD16	463	7.708891E-1	DAVIES_SUCCESS
chr10	124134093	124191871	+	59338	PLEKHA1	426	3.38244185E-1	DAVIES_SUCCESS
chr10	124176480	124176583	+	100500866	MIR3941	238	2.96545782E-1	DAVIES_SUCCESS
chr10	124214178	124216868	+	387715	ARMS2	260	9.83765314E-3	DAVIES_SUCCESS
chr10	124221040	124274424	+	5654	HTRA1	432	8.36928914E-4	DAVIES_SUCCESS
chr10	124320180	124403252	+	1755	DMBT1	543	1.04807518E-2	DAVIES_SUCCESS
chr10	124457224	124459338	-	399814	C10orf120	232	6.29065986E-1	DAVIES_SUCCESS
chr10	124516209	124557161	+	375940	FLJ46361	289	6.83348061E-1	DAVIES_SUCCESS
chr10	124591670	124639157	-	100533195	FAM24B-CUZD1	198	3.18636093E-1	DAVIES_SUCCESS
chr10	124608609	124639157	-	196792	FAM24B	155	2.71264257E-1	DAVIES_SUCCESS
chr10	124612012	124658230	+	399815	LOC399815	167	2.70198284E-1	DAVIES_SUCCESS
chr10	124670216	124672627	+	118670	FAM24A	102	3.00386621E-1	DAVIES_SUCCESS
chr10	124690418	124713919	-	80007	C10orf88	183	3.14076304E-1	DAVIES_SUCCESS
chr10	124739555	124749923	+	118672	PSTK	242	5.62323505E-1	DAVIES_SUCCESS
chr10	124750321	124768366	-	64376	IKZF5	268	6.61639683E-1	DAVIES_SUCCESS
chr10	124768428	124817806	+	36	ACADSB	364	5.30179256E-1	DAVIES_SUCCESS
chr10	124895566	124897247	+	340784	HMX3	164	3.5502183E-1	DAVIES_SUCCESS
chr10	124907637	124910188	+	3167	HMX2	167	3.85684504E-1	DAVIES_SUCCESS
chr10	124913759	124924886	+	9184	BUB3	200	4.24015903E-1	DAVIES_SUCCESS
chr10	125425870	125456913	+	2849	GPR26	369	3.94750661E-1	DAVIES_SUCCESS
chr10	125465725	125699779	-	119587	CPXM2	1028	6.6094724E-1	DAVIES_SUCCESS
chr10	125767181	125853123	-	51363	CHST15	354	4.03034307E-1	DAVIES_SUCCESS
chr10	126085871	126107545	-	4942	OAT	378	5.66777974E-1	DAVIES_SUCCESS
chr10	126135997	126138550	-	390010	NKX1-2	318	4.62825056E-1	DAVIES_SUCCESS
chr10	126150340	126302710	+	64077	LHPP	947	4.48484608E-1	DAVIES_SUCCESS
chr10	126305648	126478907	-	9679	FAM53B	619	3.40772859E-1	DAVIES_SUCCESS
chr10	126447405	126480439	-	399818	METTL10	195	6.99317675E-2	DAVIES_SUCCESS
chr10	126490353	126525239	+	23172	FAM175B	237	3.35131526E-2	DAVIES_SUCCESS
chr10	126628971	126676005	+	54764	ZRANB1	405	6.39277445E-3	DAVIES_SUCCESS
chr10	126676417	126849624	-	1488	CTBP2	727	4.53321265E-2	DAVIES_SUCCESS
chr10	126721351	126721439	-	100423041	MIR4296	353	1.0913135E-1	DAVIES_SUCCESS
chr10	127262939	127267014	+	100169752	LOC100169752	179	1.50420481E-2	DAVIES_SUCCESS
chr10	127265272	127371713	-	387718	TEX36	269	4.9660517E-2	DAVIES_SUCCESS
chr10	127371811	127398246	+	283038	LOC283038	123	3.51852231E-1	DAVIES_SUCCESS
chr10	127393858	127408062	-	399821	FLJ37035	107	3.05795732E-1	DAVIES_SUCCESS
chr10	127408083	127452712	+	26098	C10orf137	180	3.30417415E-1	DAVIES_SUCCESS
chr10	127455026	127464390	-	118856	MMP21	138	3.64518964E-1	DAVIES_SUCCESS
chr10	127477146	127511837	-	7390	UROS	165	3.41246183E-1	DAVIES_SUCCESS
chr10	127508308	127508391	+	100616327	MIR4484	141	3.41132402E-1	DAVIES_SUCCESS
chr10	127512103	127542264	+	56647	BCCIP	155	3.30883535E-1	DAVIES_SUCCESS
chr10	127524908	127585027	-	55760	DHX32	181	3.14427499E-1	DAVIES_SUCCESS
chr10	127585107	127698161	+	92565	FANK1	455	2.70866573E-1	DAVIES_SUCCESS
chr10	127660756	127661842	-	101410540	FANK1-AS1	257	2.82679906E-1	DAVIES_SUCCESS
chr10	127702901	128077127	-	8038	ADAM12	1385	2.89952108E-1	DAVIES_SUCCESS
chr10	128102437	128110448	-	101101772	LINC00601	145	7.41195974E-1	DAVIES_SUCCESS
chr10	128113573	128359079	-	118611	C10orf90	779	9.39073181E-1	DAVIES_SUCCESS
chr10	128594022	129250780	+	1793	DOCK1	2089	1.52935663E-1	DAVIES_SUCCESS
chr10	128933689	128994422	-	642938	FAM196A	310	4.24619068E-1	DAVIES_SUCCESS
chr10	129347612	129350935	+	594857	NPS	397	9.03140204E-2	DAVIES_SUCCESS
chr10	129535537	129539450	+	399823	FOXI2	359	6.27353588E-1	DAVIES_SUCCESS
chr10	129676113	129691211	-	119467	CLRN3	446	3.65042067E-1	DAVIES_SUCCESS
chr10	129705324	129884164	+	5791	PTPRE	886	4.91538841E-1	DAVIES_SUCCESS
chr10	129894924	129924468	-	4288	MKI67	447	8.94521777E-1	DAVIES_SUCCESS
chr10	131265453	131565783	+	4255	MGMT	1127	5.67240202E-1	DAVIES_SUCCESS
chr10	131633495	131762091	-	253738	EBF3	305	2.4166813E-1	DAVIES_SUCCESS
chr10	131641562	131641638	-	100422873	MIR4297	141	8.45091883E-2	DAVIES_SUCCESS
chr10	131862161	131909081	-	387723	LOC387723	420	4.35670705E-2	DAVIES_SUCCESS
chr10	131904272	131907101	+	119437	CTAGE7P	312	4.33020671E-2	DAVIES_SUCCESS
chr10	131934638	131982785	+	10539	GLRX3	513	6.82949361E-2	DAVIES_SUCCESS
chr10	132760850	132760931	-	100422867	MIR378C	451	4.56023358E-1	DAVIES_SUCCESS
chr10	132890654	133109984	-	256536	TCERG1L	1216	1.93597013E-1	DAVIES_SUCCESS
chr10	133604733	133622535	-	399827	FLJ46300	321	6.70715936E-1	DAVIES_SUCCESS
chr10	133747959	133770053	+	55844	PPP2R2D	256	1.67550716E-2	DAVIES_SUCCESS
chr10	133781203	133795435	-	664	BNIP3	357	2.24480718E-2	DAVIES_SUCCESS
chr10	133918312	133998313	+	282973	JAKMIP3	751	3.88643202E-1	DAVIES_SUCCESS
chr10	134000413	134019280	+	10570	DPYSL4	381	6.88050945E-1	DAVIES_SUCCESS
chr10	134020995	134146063	-	282974	STK32C	713	3.94280145E-1	DAVIES_SUCCESS
chr10	134145613	134195010	+	80313	LRRC27	422	1.35763675E-1	DAVIES_SUCCESS
chr10	134210701	134231358	+	170394	PWWP2B	264	2.18629224E-1	DAVIES_SUCCESS
chr10	134258713	134261825	+	170393	C10orf91	242	4.18299409E-1	DAVIES_SUCCESS
chr10	134351352	134596984	+	3632	INPP5A	589	1.75682589E-2	DAVIES_SUCCESS
chr10	134598319	134599537	-	84504	NKX6-2	242	1.08734129E-2	DAVIES_SUCCESS
chr10	134621895	134756089	-	54777	TTC40	585	2.58686E-1	DAVIES_SUCCESS
chr10	134779037	134790001	+	399829	LOC399829	314	2.43896409E-1	DAVIES_SUCCESS
chr10	134884432	134945179	+	84435	GPR123	316	3.22858707E-1	DAVIES_SUCCESS
chr10	134973970	135039916	+	85442	KNDC1	461	8.07329673E-1	DAVIES_SUCCESS
chr10	135043777	135045062	+	8433	UTF1	215	8.96144603E-1	DAVIES_SUCCESS
chr10	135051407	135055433	+	27287	VENTX	206	8.8633065E-1	DAVIES_SUCCESS
chr10	135061014	135061124	-	574448	MIR202	190	8.67799415E-1	DAVIES_SUCCESS
chr10	135075919	135090407	-	101	ADAM8	171	6.96268611E-1	DAVIES_SUCCESS
chr10	135092133	135125841	-	10844	TUBGCP2	138	5.50766179E-1	DAVIES_SUCCESS
chr10	135122422	135126666	+	118472	ZNF511	118	5.00535473E-1	DAVIES_SUCCESS
chr10	135122893	135166187	+	118471	PRAP1	158	5.82527067E-1	DAVIES_SUCCESS
chr10	135138927	135150475	-	50632	CALY	99	4.19594997E-1	DAVIES_SUCCESS
chr10	135168657	135171529	-	282969	FUOM	93	4.56684004E-1	DAVIES_SUCCESS
chr10	135175986	135186908	-	1892	ECHS1	124	4.98858701E-1	DAVIES_SUCCESS
chr10	135185059	135185167	-	100500911	MIR3944	109	5.28265267E-1	DAVIES_SUCCESS
chr10	135192740	135205198	+	196743	PAOX	150	4.19931056E-1	DAVIES_SUCCESS
chr10	135207620	135234174	+	92170	MTG1	207	5.38039441E-1	DAVIES_SUCCESS
chr10	135234169	135238121	-	503542	SPRN	207	5.5851809E-1	DAVIES_SUCCESS
chr10	135267431	135337062	+	619207	LOC619207	450	7.65584938E-1	DAVIES_SUCCESS
chr10	135340866	135374724	+	1571	CYP2E1	398	7.39497237E-1	DAVIES_SUCCESS
chr10	135367403	135382876	-	93426	SYCE1	407	7.59924318E-1	DAVIES_SUCCESS
chr10	135380437	135383462	-	399833	SPRNP1	383	7.3223509E-1	DAVIES_SUCCESS
chr10	135438602	135440299	-	441581	FRG2B	169	8.06127052E-1	DAVIES_SUCCESS
chr10	135487176	135498458	+	653548	DUX4L3	1	5.805E-1	NOT_RUN
chr11	126986	139152	-	100133161	LOC100133161	11	5.68158721E-1	DAVIES_SUCCESS
chr11	193079	194573	+	147199	SCGB1C1	206	8.43285033E-2	DAVIES_SUCCESS
chr11	196760	200258	+	113746	ODF3	229	9.33107658E-2	DAVIES_SUCCESS
chr11	202923	207422	-	51272	BET1L	253	9.18513907E-2	DAVIES_SUCCESS
chr11	208529	215110	+	60626	RIC8A	270	9.71348242E-2	DAVIES_SUCCESS
chr11	215029	236931	-	23410	SIRT3	330	1.10450836E-1	DAVIES_SUCCESS
chr11	236807	252984	+	5719	PSMD13	325	1.07126561E-1	DAVIES_SUCCESS
chr11	278569	285388	+	171389	NLRP6	306	1.17418601E-1	DAVIES_SUCCESS
chr11	289137	295688	+	80162	ATHL1	248	2.25308004E-1	DAVIES_SUCCESS
chr11	298200	299526	-	387733	IFITM5	205	2.9135897E-1	DAVIES_SUCCESS
chr11	308106	309410	+	10581	IFITM2	184	3.4973917E-1	DAVIES_SUCCESS
chr11	313990	315272	+	8519	IFITM1	187	4.03058883E-1	DAVIES_SUCCESS
chr11	319672	320914	-	10410	IFITM3	165	5.62169398E-1	DAVIES_SUCCESS
chr11	369794	382117	+	338707	B4GALNT4	124	5.28168217E-1	DAVIES_SUCCESS
chr11	392598	404908	+	11187	PKP3	121	4.35878795E-1	DAVIES_SUCCESS
chr11	405715	417397	-	59307	SIGIRR	135	3.98401145E-1	DAVIES_SUCCESS
chr11	417929	442011	-	338440	ANO9	175	3.47970055E-1	DAVIES_SUCCESS
chr11	450279	491387	+	81490	PTDSS2	378	3.33358576E-1	DAVIES_SUCCESS
chr11	494511	507283	-	6050	RNH1	382	3.50240711E-1	DAVIES_SUCCESS
chr11	532241	535550	-	3265	HRAS	435	2.78734039E-1	DAVIES_SUCCESS
chr11	537521	554916	+	115399	LRRC56	442	2.73426076E-1	DAVIES_SUCCESS
chr11	554849	560779	-	256329	C11orf35	384	2.59618659E-1	DAVIES_SUCCESS
chr11	560970	564025	+	8045	RASSF7	390	2.63892806E-1	DAVIES_SUCCESS
chr11	565656	568457	-	100506211	MIR210HG	390	2.46355267E-1	DAVIES_SUCCESS
chr11	568088	568198	-	406992	MIR210	378	2.43301084E-1	DAVIES_SUCCESS
chr11	573807	575885	-	143666	LOC143666	375	2.32518085E-1	DAVIES_SUCCESS
chr11	576482	612222	+	57661	PHRF1	481	3.02475492E-1	DAVIES_SUCCESS
chr11	612554	615999	-	3665	IRF7	333	3.14924365E-1	DAVIES_SUCCESS
chr11	616564	626078	-	53841	CDHR5	345	4.06909288E-1	DAVIES_SUCCESS
chr11	626312	627173	-	6343	SCT	293	4.96047708E-1	DAVIES_SUCCESS
chr11	637304	640705	+	1815	DRD4	305	6.29801764E-1	DAVIES_SUCCESS
chr11	644224	695740	-	10522	DEAF1	454	6.48530416E-1	DAVIES_SUCCESS
chr11	695590	705028	+	283232	TMEM80	321	8.30332224E-1	DAVIES_SUCCESS
chr11	706119	727727	+	64787	EPS8L2	327	7.98227498E-1	DAVIES_SUCCESS
chr11	747431	765024	+	6888	TALDO1	270	2.35273427E-1	DAVIES_SUCCESS
chr11	767222	777487	-	347862	PDDC1	219	1.21315237E-1	DAVIES_SUCCESS
chr11	779453	780755	+	171391	NS3BP	206	1.0671553E-1	DAVIES_SUCCESS
chr11	787109	790126	-	51286	CEND1	233	1.69431338E-1	DAVIES_SUCCESS
chr11	790474	798269	-	79751	SLC25A22	247	2.00378452E-1	DAVIES_SUCCESS
chr11	799178	805250	-	55367	PIDD	244	2.19583234E-1	DAVIES_SUCCESS
chr11	809935	812876	+	6181	RPLP2	242	2.22163659E-1	DAVIES_SUCCESS
chr11	811680	811814	+	619565	SNORA52	240	2.18375856E-1	DAVIES_SUCCESS
chr11	818900	825571	+	57104	PNPLA2	242	2.18224532E-1	DAVIES_SUCCESS
chr11	826156	831991	+	283229	EFCAB4A	231	1.9910197E-1	DAVIES_SUCCESS
chr11	832951	838835	+	977	CD151	229	2.16507611E-1	DAVIES_SUCCESS
chr11	839720	842529	-	5441	POLR2L	220	2.5830495E-1	DAVIES_SUCCESS
chr11	842823	867116	+	7106	TSPAN4	251	2.93439677E-1	DAVIES_SUCCESS
chr11	867356	915058	-	66005	CHID1	382	6.51277956E-1	DAVIES_SUCCESS
chr11	925808	1012245	+	161	AP2A2	453	8.6030391E-1	DAVIES_SUCCESS
chr11	1012823	1036706	-	4588	MUC6	324	9.53027023E-1	DAVIES_SUCCESS
chr11	1074874	1104417	+	4583	MUC2	375	5.12013254E-1	DAVIES_SUCCESS
chr11	1151579	1283406	+	727897	MUC5B	404	5.59671671E-1	DAVIES_SUCCESS
chr11	1295597	1330892	-	54472	TOLLIP	341	9.99251745E-1	DAVIES_SUCCESS
chr11	1330937	1331937	+	255512	TOLLIP-AS1	265	9.99093094E-1	DAVIES_SUCCESS
chr11	1411128	1483919	+	9024	BRSK2	648	6.17173684E-1	DAVIES_SUCCESS
chr11	1490684	1785501	-	81532	MOB2	1409	1.62040612E-1	DAVIES_SUCCESS
chr11	1575280	1593150	-	1850	DUSP8	383	3.18744576E-1	DAVIES_SUCCESS
chr11	1593970	1620414	+	338651	KRTAP5-AS1	544	1.3169241E-1	DAVIES_SUCCESS
chr11	1605571	1606513	-	387264	KRTAP5-1	388	1.89262757E-1	DAVIES_SUCCESS
